# Latitude(North), Longitude(East)
568    523
570    522
570    520
572    520
572    520
572    518
571    517
573    517
575    516
575    517
576    517
577    517
577    517
578    518
579    518
579    520
580    519
580    521
582    522
581    523
581    524
582    524
581    525
583    525
583    526
582    526
583    527
582    528
582    528
581    529
580    530
578    528
576    527
577    528
577    530
576    530
575    532
576    533
574    534
573    533
573    532
573    534
572    535
571    535
571    536
570    536
570    537
569    537
568    538
566    539
567    539
568    543
568    544
568    545
567    545
567    546
567    546
568    546
569    545
569    544
569    545
569    546
570    547
569    550
569    551
569    553
564    551
564    552
564    552
563    553
562    552
562    551
562    550
563    549
563    550
563    549
564    550
565    550
564    549
565    548
564    547
563    548
563    546
562    546
562    545
561    544
562    545
561    546
562    546
562    547
562    548
562    549
560    549
562    550
561    551
560    550
559    551
560    551
560    552
561    553
560    554
561    554
560    555
560    556
561    557
561    558
560    558
560    559
559    556
558    554
558    553
556    552
556    551
556    549
556    550
555    550
553    549
553    549
553    547
552    547
550    546
550    545
550    544
547    541
547    539
546    539
545    539
545    540
544    538
544    537
543    537
543    536
543    535
542    536
541    536
541    534
540    534
540    535
539    535
537    531
536    532
536    531
535    530
532    531
533    533
532    534
533    536
532    536
532    535
531    535
530    536
532    538
531    539
530    538
530    538
530    539
529    539
530    540
530    541
530    541
529    542
529    544
528    544
527    543
528    545
527    546
525    546
526    548
526    548
527    548
526    549
524    549
523    548
522    547
523    546
523    545
521    545
521    546
519    547
518    546
518    544
518    543
521    541
520    541
519    542
518    541
517    542
516    540
516    540
515    539
515    539
515    540
515    542
514    543
516    542
516    543
516    543
510    542
507    541
507    539
507    540
508    538
507    538
507    537
508    534
507    535
506    539
504    539
502    538
501    538
501    537
501    536
500    536
499    536
498    536
498    534
498    534
496    533
496    533
494    532
493    532
493    530
494    529
493    529
492    530
491    530
489    528
489    527
488    528
486    528
485    527
484    527
481    526
481    524
481    523
480    524
478    524
477    521
475    522
475    523
472    521
473    521
470    520
469    519
468    518
466    518
465    518
464    517
463    517
461    516
461    516
460    516
461    517
460    518
459    517
459    518
454    517
454    518
455    519
454    520
456    519
457    520
459    519
462    521
463    522
466    523
467    524
468    524
469    525
471    527
473    528
472    528
470    528
469    527
468    527
468    527
467    527
466    526
465    526
464    526
464    525
464    524
463    524
463    524
461    523
461    524
462    525
460    525
459    525
458    524
456    523
455    524
453    523
451    522
449    522
449    521
450    520
450    519
449    519
448    518
448    519
449    520
448    520
448    521
447    520
446    520
446    518
446    518
445    518
446    520
447    522
446    522
446    521
443    520
439    520
439    520
438    519
438    518
439    517
440    517
440    516
440    516
441    515
441    515
441    514
439    514
440    513
441    513
440    511
442    511
442    510
442    509
442    509
440    509
439    510
438    510
438    511
437    510
435    508
435    508
433    507
432    506
433    506
432    505
431    506
430    508
433    509
436    512
439    513
437    513
438    515
439    515
439    517
438    517
437    519
436    519
436    519
434    519
434    518
433    518
433    517
432    517
432    518
430    517
430    517
427    516
426    515
424    514
424    513
423    514
422    513
420    513
419    512
418    512
418    511
418    512
418    511
415    511
414    512
412    511
411    509
410    512
410    510
409    510
409    509
408    508
407    508
407    508
406    507
401    506
400    505
401    503
403    503
403    502
402    502
400    502
400    502
401    502
400    501
399    502
400    503
398    504
396    502
395    501
393    500
391    498
390    498
390    497
388    494
387    495
386    494
386    494
385    494
384    494
384    493
384    492
385    491
386    492
388    491
390    493
392    492
392    491
391    491
391    492
386    490
384    490
383    489
384    488
382    486
382    486
381    485
378    484
377    483
376    482
376    481
376    482
376    483
375    484
373    482
371    481
371    481
370    480
369    480
368    479
368    476
368    476
368    479
367    479
366    478
364    478
363    474
363    476
