      121.69990       25.17905
      121.69900       25.16847
      121.70060       25.16574
      121.70350       25.16761
      121.70350       25.16761
      121.70860       25.16675
      121.71250       25.16617
      121.71610       25.16455
      121.71860       25.16504
      121.71860       25.16504
      121.72370       25.16004
      121.72720       25.16147
      121.72720       25.16147
      121.73280       25.15878
      121.74080       25.15750
      121.73540       25.15283
      121.74040       25.15290
      121.74040       25.15290
      121.73990       25.15014
      121.74300       25.14742
      121.73230       25.13885
      121.73580       25.13744
      121.74050       25.14233
      121.75050       25.14613
      121.74900       25.14933
      121.76390       25.15686
      121.76390       25.15686
      121.76650       25.15276
      121.77150       25.15236
      121.77560       25.14782
      121.78010       25.14649
      121.78470       25.14334
      121.78660       25.14520
      121.78460       25.14792
      121.78960       25.14845
      121.79610       25.14945
      121.79610       25.14945
      121.79370       25.14436
      121.79370       25.13977
      121.79680       25.13705
      121.79680       25.13705
      121.80130       25.13573
      121.81380       25.13772
      121.81380       25.13772
      121.80990       25.13169
      121.81150       25.12482
      121.81950       25.12446
      121.81950       25.12722
      121.82250       25.12863
      121.82350       25.13049
      121.83050       25.13057
      121.83050       25.13057
      121.85060       25.12622
      121.85260       25.12763
      121.85260       25.12763
      121.85670       25.12538
      121.86010       25.12772
      121.86520       25.12778
      121.86520       25.12778
      121.86720       25.12459
      121.87770       25.12472
      121.87770       25.12472
      121.88080       25.12246
      121.88280       25.12340
      121.88280       25.12340
      121.89030       25.12257
      121.89380       25.12492
      121.89380       25.12492
      121.89880       25.12360
      121.91380       25.13159
      121.91380       25.13159
      121.91480       25.12793
      121.91290       25.12423
      121.90390       25.11677
      121.90400       25.11447
      121.91250       25.11641
      121.91250       25.11641
      121.91250       25.11274
      121.91410       25.11092
      121.91310       25.10907
      121.91460       25.10633
      121.91060       25.10674
      121.91060       25.10674
      121.90820       25.09660
      121.90580       25.09198
      121.90590       25.08738
      121.90790       25.08511
      121.90590       25.08187
      121.90750       25.07821
      121.91150       25.07780
      121.91710       25.06914
      121.92270       25.06645
      121.92220       25.06277
      121.91730       25.06087
      121.92080       25.05816
      121.91930       25.05492
      121.92040       25.05172
      121.91640       25.05167
      121.92150       25.04668
      121.91900       25.04343
      121.92310       25.03751
      121.92420       25.03155
      121.93430       25.02570
      121.93940       25.02163
      121.94340       25.02443
      121.94340       25.02443
      121.94840       25.02311
      121.95890       25.02646
      121.95890       25.02646
      121.97540       25.02529
      121.97900       25.01981
      121.98060       25.01570
      121.98710       25.01991
      121.98710       25.01991
      121.99160       25.01721
      121.99460       25.01725
      121.99460       25.01725
      121.99620       25.01130
      121.99430       25.00805
      121.99280       25.00436
      121.98730       25.00430
      121.98430       25.00150
      121.97930       25.00052
      121.97390       24.99586
      121.97240       24.99308
      121.96790       24.99394
      121.96790       24.99394
      121.96090       24.98880
      121.95640       24.98645
      121.95640       24.98645
      121.95290       24.98365
      121.94590       24.98540
      121.94590       24.98540
      121.93500       24.97792
      121.93200       24.97558
      121.92150       24.97453
      121.91650       24.97080
      121.91310       24.96524
      121.91060       24.96062
      121.90970       24.95510
      121.90370       24.95272
      121.90120       24.95315
      121.90120       24.95315
      121.89620       24.94941
      121.89530       24.94435
      121.88780       24.94242
      121.88180       24.94050
      121.87790       24.93310
      121.87850       24.92806
      121.87550       24.92297
      121.87560       24.91883
      121.86860       24.91277
      121.86270       24.90535
      121.85670       24.90389
      121.84340       24.88811
      121.83550       24.88020
      121.82960       24.86956
      121.82530       24.85710
      121.82140       24.84878
      121.81760       24.83403
      121.81380       24.81790
      121.81250       24.80702
      121.81200       24.80271
      121.81110       24.79030
      121.81180       24.77698
      121.81100       24.76502
      121.81220       24.75217
      121.81430       24.74438
      121.81850       24.73065
      121.82470       24.72016
      121.82830       24.71423
      121.82980       24.71103
      121.82900       24.69402
      121.83030       24.67887
      121.83190       24.66511
      121.83410       24.65502
      121.83670       24.64725
      121.84040       24.63856
      121.84450       24.62850
      121.85210       24.62033
      121.86030       24.61169
      121.86830       24.61087
      121.86990       24.60860
      121.88050       24.60276
      121.87300       24.60083
      121.86750       24.59984
      121.87140       24.60356
      121.86890       24.60445
      121.86890       24.60445
      121.86490       24.60348
      121.86090       24.60711
      121.86090       24.60711
      121.85330       24.60610
      121.85240       24.60149
      121.85500       24.59785
      121.85750       24.59696
      121.86050       24.59838
      121.86050       24.59838
      121.86300       24.59749
      121.85960       24.59331
      121.86110       24.59149
      121.85860       24.58962
      121.86110       24.58690
      121.86410       24.59061
      121.86410       24.59061
      121.86670       24.58743
      121.87020       24.58701
      121.87130       24.58197
      121.86680       24.57962
      121.86330       24.57957
      121.86230       24.57772
      121.86500       24.56305
      121.86350       24.55890
      121.86360       24.55247
      121.86620       24.55112
